"site","site_old","year","Treatment","Transect","Distance","Emerged","Reproduced","neighbors","Fecundity","Biomass","fecundityflag","notesFlag","Lat","Lon","annual","unknown","perennial","shrub","Type","plantID","albedo","x","y","genotype","block","plot","note_standard_harvest","note_standard_phen","Transect_Site_Year"
"FtK_Lone_Pine","FtK_Lone_Pine",2021,"control","N",3,"N","N",3,0,0,0,NA,46.347,-105.8464,10,0,5,0,"Satellite","2596",NA,NA,NA,NA,NA,NA,NA,NA,"N - FtK_Lone_Pine - 2021"
"FtK_Lone_Pine","FtK_Lone_Pine",2021,"control","N",3.2,"N","N",2,0,0,0,NA,46.347,-105.8464,5,0,15,0,"Satellite","2597",NA,NA,NA,NA,NA,NA,NA,NA,"N - FtK_Lone_Pine - 2021"
"FtK_Lone_Pine","FtK_Lone_Pine",2021,"control","N",3.4,"N","N",2,0,0,0,NA,46.347,-105.8464,20,0,5,0,"Satellite","2598",NA,NA,NA,NA,NA,NA,NA,NA,"N - FtK_Lone_Pine - 2021"
"FtK_Lone_Pine","FtK_Lone_Pine",2021,"control","N",3.6,"N","N",3,0,0,0,NA,46.347,-105.8464,20,0,15,0,"Satellite","2599",NA,NA,NA,NA,NA,NA,NA,NA,"N - FtK_Lone_Pine - 2021"
"FtK_Lone_Pine","FtK_Lone_Pine",2021,"control","N",3.8,"N","N",2,0,0,0,NA,46.347,-105.8464,10,0,15,0,"Satellite","2600",NA,NA,NA,NA,NA,NA,NA,NA,"N - FtK_Lone_Pine - 2021"
"FtK_Lone_Pine","FtK_Lone_Pine",2021,"control","N",4,"N","N",1,0,0,0,NA,46.347,-105.8464,5,0,25,0,"Satellite","2601",NA,NA,NA,NA,NA,NA,NA,NA,"N - FtK_Lone_Pine - 2021"
"FtK_Lone_Pine","FtK_Lone_Pine",2021,"control","N",4.2,"N","N",2,0,0,0,NA,46.347,-105.8464,5,0,35,0,"Satellite","2602",NA,NA,NA,NA,NA,NA,NA,NA,"N - FtK_Lone_Pine - 2021"
"FtK_Lone_Pine","FtK_Lone_Pine",2021,"control","N",4.4,"N","N",1,0,0,0,NA,46.347,-105.8464,5,0,0,0,"Satellite","2603",NA,NA,NA,NA,NA,NA,NA,NA,"N - FtK_Lone_Pine - 2021"
"FtK_Lone_Pine","FtK_Lone_Pine",2021,"control","N",4.6,"N","N",1,0,0,0,NA,46.347,-105.8464,10,0,10,0,"Satellite","2604",NA,NA,NA,NA,NA,NA,NA,NA,"N - FtK_Lone_Pine - 2021"
"FtK_Lone_Pine","FtK_Lone_Pine",2021,"control","N",4.8,"N","N",3,0,0,0,NA,46.347,-105.8464,10,0,5,0,"Satellite","2605",NA,NA,NA,NA,NA,NA,NA,NA,"N - FtK_Lone_Pine - 2021"
"FtK_Lone_Pine","FtK_Lone_Pine",2021,"control","N",5,"N","N",14,0,0,0,NA,46.347,-105.8464,25,0,10,0,"Satellite","2606",NA,NA,NA,NA,NA,NA,NA,NA,"N - FtK_Lone_Pine - 2021"
"FtK_Lone_Pine","FtK_Lone_Pine",2021,"control","N",5.2,"Y","N",3,0,0,0,NA,46.347,-105.8464,15,0,10,0,"Satellite","2607",NA,NA,NA,NA,NA,NA,NA,NA,"N - FtK_Lone_Pine - 2021"
"FtK_Lone_Pine","FtK_Lone_Pine",2021,"control","N",5.4,"N","N",4,0,0,0,NA,46.347,-105.8464,10,0,10,0,"Satellite","2608",NA,NA,NA,NA,NA,NA,NA,NA,"N - FtK_Lone_Pine - 2021"
"FtK_Lone_Pine","FtK_Lone_Pine",2021,"control","N",5.6,"Y","N",5,0,0,0,NA,46.347,-105.8464,5,0,10,0,"Satellite","2609",NA,NA,NA,NA,NA,NA,NA,NA,"N - FtK_Lone_Pine - 2021"
"FtK_Lone_Pine","FtK_Lone_Pine",2021,"control","N",5.8,"N","N",9,0,0,0,NA,46.347,-105.8464,10,0,40,0,"Satellite","2610",NA,NA,NA,NA,NA,NA,NA,NA,"N - FtK_Lone_Pine - 2021"
"FtK_Lone_Pine","FtK_Lone_Pine",2021,"control","N",6,"N","N",3,0,0,0,NA,46.347,-105.8464,10,0,5,0,"Satellite","2611",NA,NA,NA,NA,NA,NA,NA,NA,"N - FtK_Lone_Pine - 2021"
"FtK_Lone_Pine","FtK_Lone_Pine",2021,"control","N",6.2,"N","N",3,0,0,0,NA,46.347,-105.8464,5,0,0,0,"Satellite","2612",NA,NA,NA,NA,NA,NA,NA,NA,"N - FtK_Lone_Pine - 2021"
"FtK_Lone_Pine","FtK_Lone_Pine",2021,"control","N",6.4,"N","N",2,0,0,0,NA,46.347,-105.8464,10,0,45,0,"Satellite","2613",NA,NA,NA,NA,NA,NA,NA,NA,"N - FtK_Lone_Pine - 2021"
"FtK_Lone_Pine","FtK_Lone_Pine",2021,"control","N",6.6,"N","N",0,0,0,0,NA,46.347,-105.8464,5,0,5,0,"Satellite","2614",NA,NA,NA,NA,NA,NA,NA,NA,"N - FtK_Lone_Pine - 2021"
"FtK_Lone_Pine","FtK_Lone_Pine",2021,"control","N",6.8,"N","N",4,0,0,0,NA,46.347,-105.8464,10,0,15,0,"Satellite","2615",NA,NA,NA,NA,NA,NA,NA,NA,"N - FtK_Lone_Pine - 2021"
"FtK_Lone_Pine","FtK_Lone_Pine",2021,"control","N",7,"N","N",3,0,0,0,NA,46.347,-105.8464,5,0,5,0,"Satellite","2616",NA,NA,NA,NA,NA,NA,NA,NA,"N - FtK_Lone_Pine - 2021"
"FtK_Lone_Pine","FtK_Lone_Pine",2021,"control","N",7.2,"N","N",3,0,0,0,NA,46.347,-105.8464,20,0,10,0,"Satellite","2617",NA,NA,NA,NA,NA,NA,NA,NA,"N - FtK_Lone_Pine - 2021"
"FtK_Lone_Pine","FtK_Lone_Pine",2021,"control","N",7.4,"N","N",3,0,0,0,NA,46.347,-105.8464,20,0,10,0,"Satellite","2618",NA,NA,NA,NA,NA,NA,NA,NA,"N - FtK_Lone_Pine - 2021"
"FtK_Lone_Pine","FtK_Lone_Pine",2021,"control","N",7.6,"N","N",6,0,0,0,NA,46.347,-105.8464,10,0,25,0,"Satellite","2619",NA,NA,NA,NA,NA,NA,NA,NA,"N - FtK_Lone_Pine - 2021"
"FtK_Lone_Pine","FtK_Lone_Pine",2021,"control","N",7.8,"N","N",5,0,0,0,NA,46.347,-105.8464,10,5,0,0,"Satellite","2620",NA,NA,NA,NA,NA,NA,NA,NA,"N - FtK_Lone_Pine - 2021"
"FtK_Lone_Pine","FtK_Lone_Pine",2021,"control","N",8,"N","N",4,0,0,0,NA,46.347,-105.8464,20,0,0,0,"Satellite","2621",NA,NA,NA,NA,NA,NA,NA,NA,"N - FtK_Lone_Pine - 2021"
"FtK_Lone_Pine","FtK_Lone_Pine",2021,"control","N",8.2,"N","N",2,0,0,0,NA,46.347,-105.8464,30,0,5,0,"Satellite","2622",NA,NA,NA,NA,NA,NA,NA,NA,"N - FtK_Lone_Pine - 2021"
"FtK_Lone_Pine","FtK_Lone_Pine",2021,"control","N",8.4,"N","N",4,0,0,0,NA,46.347,-105.8464,10,0,15,0,"Satellite","2623",NA,NA,NA,NA,NA,NA,NA,NA,"N - FtK_Lone_Pine - 2021"
"FtK_Lone_Pine","FtK_Lone_Pine",2021,"control","N",8.6,"N","N",4,0,0,0,NA,46.347,-105.8464,15,0,10,0,"Satellite","2624",NA,NA,NA,NA,NA,NA,NA,NA,"N - FtK_Lone_Pine - 2021"
"FtK_Lone_Pine","FtK_Lone_Pine",2021,"control","N",8.8,"N","N",0,0,0,0,NA,46.347,-105.8464,0,0,10,0,"Satellite","2625",NA,NA,NA,NA,NA,NA,NA,NA,"N - FtK_Lone_Pine - 2021"
"FtK_Lone_Pine","FtK_Lone_Pine",2021,"control","N",9,"N","N",2,0,0,0,NA,46.347,-105.8464,10,0,5,0,"Satellite","2626",NA,NA,NA,NA,NA,NA,NA,NA,"N - FtK_Lone_Pine - 2021"
"FtK_Lone_Pine","FtK_Lone_Pine",2021,"control","N",9.2,"N","N",2,0,0,0,NA,46.347,-105.8464,5,0,10,0,"Satellite","2627",NA,NA,NA,NA,NA,NA,NA,NA,"N - FtK_Lone_Pine - 2021"
"FtK_Lone_Pine","FtK_Lone_Pine",2021,"control","N",9.4,"N","N",1,0,0,0,NA,46.347,-105.8464,15,0,15,0,"Satellite","2628",NA,NA,NA,NA,NA,NA,NA,NA,"N - FtK_Lone_Pine - 2021"
"FtK_Lone_Pine","FtK_Lone_Pine",2021,"control","N",9.6,"N","N",3,0,0,0,NA,46.347,-105.8464,15,0,20,0,"Satellite","2629",NA,NA,NA,NA,NA,NA,NA,NA,"N - FtK_Lone_Pine - 2021"
"FtK_Lone_Pine","FtK_Lone_Pine",2021,"control","N",9.8,"N","N",4,0,0,0,NA,46.347,-105.8464,20,0,10,0,"Satellite","2630",NA,NA,NA,NA,NA,NA,NA,NA,"N - FtK_Lone_Pine - 2021"
"FtK_Lone_Pine","FtK_Lone_Pine",2021,"control","N",10,"N","N",4,0,0,0,NA,46.347,-105.8464,20,0,10,0,"Satellite","2631",NA,NA,NA,NA,NA,NA,NA,NA,"N - FtK_Lone_Pine - 2021"
"FtK_Lone_Pine","FtK_Lone_Pine",2021,"removal","S",2.2,"Y","N",NA,0,0,0,NA,46.347,-105.8464,0,0,0,0,"Satellite","2632",NA,NA,NA,NA,NA,NA,NA,NA,"S - FtK_Lone_Pine - 2021"
"FtK_Lone_Pine","FtK_Lone_Pine",2021,"removal","S",2.4,"N","N",NA,0,0,0,NA,46.347,-105.8464,0,0,0,0,"Satellite","2633",NA,NA,NA,NA,NA,NA,NA,NA,"S - FtK_Lone_Pine - 2021"
"FtK_Lone_Pine","FtK_Lone_Pine",2021,"removal","S",2.6,"N","N",NA,0,0,0,NA,46.347,-105.8464,0,0,0,0,"Satellite","2634",NA,NA,NA,NA,NA,NA,NA,NA,"S - FtK_Lone_Pine - 2021"
"FtK_Lone_Pine","FtK_Lone_Pine",2021,"removal","S",2.8,"N","N",NA,0,0,0,NA,46.347,-105.8464,0,0,0,0,"Satellite","2635",NA,NA,NA,NA,NA,NA,NA,NA,"S - FtK_Lone_Pine - 2021"
"FtK_Lone_Pine","FtK_Lone_Pine",2021,"removal","S",3,"N","N",NA,0,0,0,NA,46.347,-105.8464,0,0,0,0,"Satellite","2636",NA,NA,NA,NA,NA,NA,NA,NA,"S - FtK_Lone_Pine - 2021"
"FtK_Lone_Pine","FtK_Lone_Pine",2021,"removal","S",3.2,"N","N",NA,0,0,0,NA,46.347,-105.8464,0,0,0,0,"Satellite","2637",NA,NA,NA,NA,NA,NA,NA,NA,"S - FtK_Lone_Pine - 2021"
"FtK_Lone_Pine","FtK_Lone_Pine",2021,"removal","S",3.4,"N","N",NA,0,0,0,NA,46.347,-105.8464,0,0,0,0,"Satellite","2638",NA,NA,NA,NA,NA,NA,NA,NA,"S - FtK_Lone_Pine - 2021"
"FtK_Lone_Pine","FtK_Lone_Pine",2021,"removal","S",3.6,"N","N",NA,0,0,0,NA,46.347,-105.8464,0,0,0,0,"Satellite","2639",NA,NA,NA,NA,NA,NA,NA,NA,"S - FtK_Lone_Pine - 2021"
"FtK_Lone_Pine","FtK_Lone_Pine",2021,"removal","S",3.8,"N","N",NA,0,0,0,NA,46.347,-105.8464,0,0,0,0,"Satellite","2640",NA,NA,NA,NA,NA,NA,NA,NA,"S - FtK_Lone_Pine - 2021"
"FtK_Lone_Pine","FtK_Lone_Pine",2021,"removal","S",4,"N","N",NA,0,0,0,NA,46.347,-105.8464,0,0,0,0,"Satellite","2641",NA,NA,NA,NA,NA,NA,NA,NA,"S - FtK_Lone_Pine - 2021"
"FtK_Lone_Pine","FtK_Lone_Pine",2021,"removal","S",4.2,"N","N",NA,0,0,0,NA,46.347,-105.8464,0,0,0,0,"Satellite","2642",NA,NA,NA,NA,NA,NA,NA,NA,"S - FtK_Lone_Pine - 2021"
"FtK_Lone_Pine","FtK_Lone_Pine",2021,"removal","S",4.4,"N","N",NA,0,0,0,NA,46.347,-105.8464,0,0,0,0,"Satellite","2643",NA,NA,NA,NA,NA,NA,NA,NA,"S - FtK_Lone_Pine - 2021"
"FtK_Lone_Pine","FtK_Lone_Pine",2021,"removal","S",4.6,"N","N",NA,0,0,0,NA,46.347,-105.8464,0,0,0,0,"Satellite","2644",NA,NA,NA,NA,NA,NA,NA,NA,"S - FtK_Lone_Pine - 2021"
"FtK_Lone_Pine","FtK_Lone_Pine",2021,"removal","S",4.8,"N","N",NA,0,0,0,NA,46.347,-105.8464,0,0,0,0,"Satellite","2645",NA,NA,NA,NA,NA,NA,NA,NA,"S - FtK_Lone_Pine - 2021"
"FtK_Lone_Pine","FtK_Lone_Pine",2021,"removal","S",5,"N","N",NA,0,0,0,NA,46.347,-105.8464,0,0,0,0,"Satellite","2646",NA,NA,NA,NA,NA,NA,NA,NA,"S - FtK_Lone_Pine - 2021"
"FtK_Lone_Pine","FtK_Lone_Pine",2021,"removal","S",5.2,"N","N",NA,0,0,0,NA,46.347,-105.8464,0,0,0,0,"Satellite","2647",NA,NA,NA,NA,NA,NA,NA,NA,"S - FtK_Lone_Pine - 2021"
"FtK_Lone_Pine","FtK_Lone_Pine",2021,"removal","S",5.4,"N","N",NA,0,0,0,NA,46.347,-105.8464,0,0,0,0,"Satellite","2648",NA,NA,NA,NA,NA,NA,NA,NA,"S - FtK_Lone_Pine - 2021"
"FtK_Lone_Pine","FtK_Lone_Pine",2021,"removal","S",5.6,"N","N",NA,0,0,0,NA,46.347,-105.8464,0,0,0,0,"Satellite","2649",NA,NA,NA,NA,NA,NA,NA,NA,"S - FtK_Lone_Pine - 2021"
"FtK_Lone_Pine","FtK_Lone_Pine",2021,"removal","S",5.8,"N","N",NA,0,0,0,NA,46.347,-105.8464,0,0,0,0,"Satellite","2650",NA,NA,NA,NA,NA,NA,NA,NA,"S - FtK_Lone_Pine - 2021"
"FtK_Lone_Pine","FtK_Lone_Pine",2021,"removal","S",6,"N","N",NA,0,0,0,NA,46.347,-105.8464,0,0,0,0,"Satellite","2651",NA,NA,NA,NA,NA,NA,NA,NA,"S - FtK_Lone_Pine - 2021"
"FtK_Lone_Pine","FtK_Lone_Pine",2021,"removal","S",6.2,"N","N",NA,0,0,0,NA,46.347,-105.8464,0,0,0,0,"Satellite","2652",NA,NA,NA,NA,NA,NA,NA,NA,"S - FtK_Lone_Pine - 2021"
"FtK_Lone_Pine","FtK_Lone_Pine",2021,"removal","S",6.4,"N","N",NA,0,0,0,NA,46.347,-105.8464,0,0,0,0,"Satellite","2653",NA,NA,NA,NA,NA,NA,NA,NA,"S - FtK_Lone_Pine - 2021"
"FtK_Lone_Pine","FtK_Lone_Pine",2021,"removal","S",6.6,"N","N",NA,0,0,0,NA,46.347,-105.8464,0,0,0,0,"Satellite","2654",NA,NA,NA,NA,NA,NA,NA,NA,"S - FtK_Lone_Pine - 2021"
"FtK_Lone_Pine","FtK_Lone_Pine",2021,"removal","S",6.8,"N","N",NA,0,0,0,NA,46.347,-105.8464,0,0,0,0,"Satellite","2655",NA,NA,NA,NA,NA,NA,NA,NA,"S - FtK_Lone_Pine - 2021"
"FtK_Lone_Pine","FtK_Lone_Pine",2021,"removal","S",7,"N","N",NA,0,0,0,NA,46.347,-105.8464,0,0,0,0,"Satellite","2656",NA,NA,NA,NA,NA,NA,NA,NA,"S - FtK_Lone_Pine - 2021"
"FtK_Lone_Pine","FtK_Lone_Pine",2021,"removal","W",2.2,"N","N",NA,0,0,0,NA,46.347,-105.8464,0,0,0,0,"Satellite","2657",NA,NA,NA,NA,NA,NA,NA,NA,"W - FtK_Lone_Pine - 2021"
"FtK_Lone_Pine","FtK_Lone_Pine",2021,"removal","W",2.4,"N","N",NA,0,0,0,NA,46.347,-105.8464,0,0,0,0,"Satellite","2658",NA,NA,NA,NA,NA,NA,NA,NA,"W - FtK_Lone_Pine - 2021"
"FtK_Lone_Pine","FtK_Lone_Pine",2021,"removal","W",2.6,"N","N",NA,0,0,0,NA,46.347,-105.8464,0,0,0,0,"Satellite","2659",NA,NA,NA,NA,NA,NA,NA,NA,"W - FtK_Lone_Pine - 2021"
"FtK_Lone_Pine","FtK_Lone_Pine",2021,"removal","W",2.8,"N","N",NA,0,0,0,NA,46.347,-105.8464,0,0,0,0,"Satellite","2660",NA,NA,NA,NA,NA,NA,NA,NA,"W - FtK_Lone_Pine - 2021"
"FtK_Lone_Pine","FtK_Lone_Pine",2021,"removal","W",3,"N","N",NA,0,0,0,NA,46.347,-105.8464,0,0,0,0,"Satellite","2661",NA,NA,NA,NA,NA,NA,NA,NA,"W - FtK_Lone_Pine - 2021"
"FtK_Lone_Pine","FtK_Lone_Pine",2021,"removal","W",3.2,"N","N",NA,0,0,0,NA,46.347,-105.8464,0,0,0,0,"Satellite","2662",NA,NA,NA,NA,NA,NA,NA,NA,"W - FtK_Lone_Pine - 2021"
"FtK_Lone_Pine","FtK_Lone_Pine",2021,"removal","W",3.4,"N","N",NA,0,0,0,NA,46.347,-105.8464,0,0,0,0,"Satellite","2663",NA,NA,NA,NA,NA,NA,NA,NA,"W - FtK_Lone_Pine - 2021"
"FtK_Lone_Pine","FtK_Lone_Pine",2021,"removal","W",3.6,"N","N",NA,0,0,0,NA,46.347,-105.8464,0,0,0,0,"Satellite","2664",NA,NA,NA,NA,NA,NA,NA,NA,"W - FtK_Lone_Pine - 2021"
"FtK_Lone_Pine","FtK_Lone_Pine",2021,"removal","W",3.8,"N","N",NA,0,0,0,NA,46.347,-105.8464,0,0,0,0,"Satellite","2665",NA,NA,NA,NA,NA,NA,NA,NA,"W - FtK_Lone_Pine - 2021"
"FtK_Lone_Pine","FtK_Lone_Pine",2021,"removal","W",4,"N","N",NA,0,0,0,NA,46.347,-105.8464,0,0,0,0,"Satellite","2666",NA,NA,NA,NA,NA,NA,NA,NA,"W - FtK_Lone_Pine - 2021"
"FtK_Lone_Pine","FtK_Lone_Pine",2021,"removal","W",4.2,"N","N",NA,0,0,0,NA,46.347,-105.8464,0,0,0,0,"Satellite","2667",NA,NA,NA,NA,NA,NA,NA,NA,"W - FtK_Lone_Pine - 2021"
"FtK_Lone_Pine","FtK_Lone_Pine",2021,"removal","W",4.4,"N","N",NA,0,0,0,NA,46.347,-105.8464,0,0,0,0,"Satellite","2668",NA,NA,NA,NA,NA,NA,NA,NA,"W - FtK_Lone_Pine - 2021"
"FtK_Lone_Pine","FtK_Lone_Pine",2021,"removal","W",4.6,"N","N",NA,0,0,0,NA,46.347,-105.8464,0,0,0,0,"Satellite","2669",NA,NA,NA,NA,NA,NA,NA,NA,"W - FtK_Lone_Pine - 2021"
"FtK_Lone_Pine","FtK_Lone_Pine",2021,"removal","W",4.8,"N","N",NA,0,0,0,NA,46.347,-105.8464,0,0,0,0,"Satellite","2670",NA,NA,NA,NA,NA,NA,NA,NA,"W - FtK_Lone_Pine - 2021"
"FtK_Lone_Pine","FtK_Lone_Pine",2021,"removal","W",5,"N","N",NA,0,0,0,NA,46.347,-105.8464,0,0,0,0,"Satellite","2671",NA,NA,NA,NA,NA,NA,NA,NA,"W - FtK_Lone_Pine - 2021"
"FtK_Lone_Pine","FtK_Lone_Pine",2021,"removal","W",5.2,"N","N",NA,0,0,0,NA,46.347,-105.8464,0,0,0,0,"Satellite","2672",NA,NA,NA,NA,NA,NA,NA,NA,"W - FtK_Lone_Pine - 2021"
"FtK_Lone_Pine","FtK_Lone_Pine",2021,"removal","W",5.4,"N","N",NA,0,0,0,NA,46.347,-105.8464,0,0,0,0,"Satellite","2673",NA,NA,NA,NA,NA,NA,NA,NA,"W - FtK_Lone_Pine - 2021"
"FtK_Lone_Pine","FtK_Lone_Pine",2021,"removal","W",5.6,"N","N",NA,0,0,0,NA,46.347,-105.8464,0,0,0,0,"Satellite","2674",NA,NA,NA,NA,NA,NA,NA,NA,"W - FtK_Lone_Pine - 2021"
"FtK_Lone_Pine","FtK_Lone_Pine",2021,"removal","W",5.8,"N","N",NA,0,0,0,NA,46.347,-105.8464,0,0,0,0,"Satellite","2675",NA,NA,NA,NA,NA,NA,NA,NA,"W - FtK_Lone_Pine - 2021"
"FtK_Lone_Pine","FtK_Lone_Pine",2021,"removal","W",6,"N","N",NA,0,0,0,NA,46.347,-105.8464,0,0,0,0,"Satellite","2676",NA,NA,NA,NA,NA,NA,NA,NA,"W - FtK_Lone_Pine - 2021"
"FtK_Lone_Pine","FtK_Lone_Pine",2021,"removal","W",6.2,"N","N",NA,0,0,0,NA,46.347,-105.8464,0,0,0,0,"Satellite","2677",NA,NA,NA,NA,NA,NA,NA,NA,"W - FtK_Lone_Pine - 2021"
"FtK_Lone_Pine","FtK_Lone_Pine",2021,"removal","W",6.4,"N","N",NA,0,0,0,NA,46.347,-105.8464,0,0,0,0,"Satellite","2678",NA,NA,NA,NA,NA,NA,NA,NA,"W - FtK_Lone_Pine - 2021"
"FtK_Lone_Pine","FtK_Lone_Pine",2021,"removal","W",6.6,"N","N",NA,0,0,0,NA,46.347,-105.8464,0,0,0,0,"Satellite","2679",NA,NA,NA,NA,NA,NA,NA,NA,"W - FtK_Lone_Pine - 2021"
"FtK_Lone_Pine","FtK_Lone_Pine",2021,"removal","W",6.8,"N","N",NA,0,0,0,NA,46.347,-105.8464,0,0,0,0,"Satellite","2680",NA,NA,NA,NA,NA,NA,NA,NA,"W - FtK_Lone_Pine - 2021"
"FtK_Lone_Pine","FtK_Lone_Pine",2021,"removal","W",7,"N","N",NA,0,0,0,NA,46.347,-105.8464,0,0,0,0,"Satellite","2681",NA,NA,NA,NA,NA,NA,NA,NA,"W - FtK_Lone_Pine - 2021"
"FtK_Lone_Pine","FtK_Lone_Pine",2022,"control","E",0.3,"Y","Y",3,47,0.265,0,NA,46.347,-105.8464,20,0,20,0,"Satellite","2682",NA,NA,NA,NA,NA,NA,NA,NA,"E - FtK_Lone_Pine - 2022"
"FtK_Lone_Pine","FtK_Lone_Pine",2022,"control","E",0.5,"Y","Y",1,47,0.2977,0,NA,46.347,-105.8464,10,0,10,0,"Satellite","2683",NA,NA,NA,NA,NA,NA,NA,NA,"E - FtK_Lone_Pine - 2022"
"FtK_Lone_Pine","FtK_Lone_Pine",2022,"control","E",0.7,"Y","Y",2,14,0.1221,0,NA,46.347,-105.8464,15,0,15,0,"Satellite","2684",NA,NA,NA,NA,NA,NA,NA,NA,"E - FtK_Lone_Pine - 2022"
"FtK_Lone_Pine","FtK_Lone_Pine",2022,"control","E",0.9,"Y","Y",5,29,0.1664,0,NA,46.347,-105.8464,20,0,0,0,"Satellite","2685",NA,NA,NA,NA,NA,NA,NA,NA,"E - FtK_Lone_Pine - 2022"
"FtK_Lone_Pine","FtK_Lone_Pine",2022,"control","E",1.1,"N","N",1,0,NA,0,NA,46.347,-105.8464,15,0,10,0,"Satellite","2686",NA,NA,NA,NA,NA,NA,NA,NA,"E - FtK_Lone_Pine - 2022"
"FtK_Lone_Pine","FtK_Lone_Pine",2022,"control","E",1.3,"Y","Y",2,8,0.05,0,NA,46.347,-105.8464,15,0,25,0,"Satellite","2687",NA,NA,NA,NA,NA,NA,NA,NA,"E - FtK_Lone_Pine - 2022"
"FtK_Lone_Pine","FtK_Lone_Pine",2022,"control","E",1.5,"Y","Y",NA,28,0.1348,0,NA,46.347,-105.8464,10,0,35,0,"Satellite","2688",NA,NA,NA,NA,NA,NA,NA,NA,"E - FtK_Lone_Pine - 2022"
"FtK_Lone_Pine","FtK_Lone_Pine",2022,"control","E",1.7,"N","N",NA,0,NA,0,NA,46.347,-105.8464,10,0,20,0,"Satellite","2689",NA,NA,NA,NA,NA,NA,NA,NA,"E - FtK_Lone_Pine - 2022"
"FtK_Lone_Pine","FtK_Lone_Pine",2022,"control","E",1.9,"Y","Y",NA,15,0.0615,0,NA,46.347,-105.8464,10,0,45,0,"Satellite","2690",NA,NA,NA,NA,NA,NA,NA,NA,"E - FtK_Lone_Pine - 2022"
"FtK_Lone_Pine","FtK_Lone_Pine",2022,"control","E",2.1,"Y","N",NA,0,NA,0,NA,46.347,-105.8464,10,0,45,0,"Satellite","2691",NA,NA,NA,NA,NA,NA,NA,NA,"E - FtK_Lone_Pine - 2022"
"FtK_Lone_Pine","FtK_Lone_Pine",2022,"control","E",2.3,"N","N",1,0,NA,0,NA,46.347,-105.8464,5,0,25,0,"Satellite","2692",NA,NA,NA,NA,NA,NA,NA,NA,"E - FtK_Lone_Pine - 2022"
"FtK_Lone_Pine","FtK_Lone_Pine",2022,"control","E",2.5,"Y","Y",NA,52,0.3307,0,NA,46.347,-105.8464,5,0,10,0,"Satellite","2693",NA,NA,NA,NA,NA,NA,NA,NA,"E - FtK_Lone_Pine - 2022"
"FtK_Lone_Pine","FtK_Lone_Pine",2022,"control","E",2.7,"N","N",2,0,NA,0,NA,46.347,-105.8464,15,0,0,0,"Satellite","2694",NA,NA,NA,NA,NA,NA,NA,NA,"E - FtK_Lone_Pine - 2022"
"FtK_Lone_Pine","FtK_Lone_Pine",2022,"control","E",2.9,"N","Y",NA,16,0.0916,0,NA,46.347,-105.8464,10,0,30,0,"Satellite","2695",NA,NA,NA,NA,NA,NA,NA,NA,"E - FtK_Lone_Pine - 2022"
"FtK_Lone_Pine","FtK_Lone_Pine",2022,"control","E",3.1,"N","N",NA,0,NA,0,NA,46.347,-105.8464,0,0,50,0,"Satellite","2696",NA,NA,NA,NA,NA,NA,NA,NA,"E - FtK_Lone_Pine - 2022"
"FtK_Lone_Pine","FtK_Lone_Pine",2022,"control","E",3.3,"Y","Y",NA,103,0.4529,0,NA,46.347,-105.8464,5,0,30,0,"Satellite","2697",NA,NA,NA,NA,NA,NA,NA,NA,"E - FtK_Lone_Pine - 2022"
"FtK_Lone_Pine","FtK_Lone_Pine",2022,"control","E",3.5,"N","N",NA,0,NA,0,NA,46.347,-105.8464,5,0,30,0,"Satellite","2698",NA,NA,NA,NA,NA,NA,NA,NA,"E - FtK_Lone_Pine - 2022"
"FtK_Lone_Pine","FtK_Lone_Pine",2022,"control","E",3.7,"Y","N",NA,0,NA,0,NA,46.347,-105.8464,10,0,35,0,"Satellite","2699",NA,NA,NA,NA,NA,NA,NA,NA,"E - FtK_Lone_Pine - 2022"
"FtK_Lone_Pine","FtK_Lone_Pine",2022,"control","E",3.9,"N","N",NA,0,NA,0,NA,46.347,-105.8464,0,0,60,0,"Satellite","2700",NA,NA,NA,NA,NA,NA,NA,NA,"E - FtK_Lone_Pine - 2022"
"FtK_Lone_Pine","FtK_Lone_Pine",2022,"control","E",4.1,"Y","Y",NA,62,0.3109,0,NA,46.347,-105.8464,5,0,15,0,"Satellite","2701",NA,NA,NA,NA,NA,NA,NA,NA,"E - FtK_Lone_Pine - 2022"
"FtK_Lone_Pine","FtK_Lone_Pine",2022,"control","E",4.3,"N","N",NA,0,NA,0,NA,46.347,-105.8464,0,0,50,0,"Satellite","2702",NA,NA,NA,NA,NA,NA,NA,NA,"E - FtK_Lone_Pine - 2022"
"FtK_Lone_Pine","FtK_Lone_Pine",2022,"control","E",4.5,"Y","Y",NA,37,0.234,0,NA,46.347,-105.8464,5,0,20,0,"Satellite","2703",NA,NA,NA,NA,NA,NA,NA,NA,"E - FtK_Lone_Pine - 2022"
"FtK_Lone_Pine","FtK_Lone_Pine",2022,"control","E",4.7,"Y","Y",1,38,0.211,0,NA,46.347,-105.8464,10,0,20,0,"Satellite","2704",NA,NA,NA,NA,NA,NA,NA,NA,"E - FtK_Lone_Pine - 2022"
"FtK_Lone_Pine","FtK_Lone_Pine",2022,"control","E",4.9,"N","N",NA,0,NA,0,NA,46.347,-105.8464,0,0,20,0,"Satellite","2705",NA,NA,NA,NA,NA,NA,NA,NA,"E - FtK_Lone_Pine - 2022"
