Date,Site,graveltrt,n_sensors,n_dailytimepoints,avgmindailyTemp_C,avgmaxdailyTemp_C,avg_Temp_C,sd_Temp_C.avg,threeormoresensors,alldailytimepoints,DailyTdiff,Possiblesnowcover_2degrees,Possiblesnowcover_1degree,Year,Month,quarter,Experimentyear,Frostheaveissue
6/8/2023,Sheep Station,White,3,96,13.73333327,29.16666667,21.44999997,1.31148809,1,1,15.4333334,0,0,2023,Jun,Q2,Year2,NA
6/9/2023,Sheep Station,Black,4,96,10.29999995,38.32499886,24.3124994,0.512144366,1,1,28.0249989,0,0,2023,Jun,Q2,Year2,NA
6/9/2023,Sheep Station,White,3,96,9.100000064,33.20000013,21.1500001,1.325707416,1,1,24.10000006,0,0,2023,Jun,Q2,Year2,NA
6/10/2023,Sheep Station,Black,4,96,10.82499981,36.39999962,23.61249971,0.434693602,1,1,25.57499981,0,0,2023,Jun,Q2,Year2,NA
6/10/2023,Sheep Station,White,3,96,9.299999873,31.49999873,20.3999993,1.10566693,1,1,22.19999886,0,0,2023,Jun,Q2,Year2,NA
6/11/2023,Sheep Station,Black,4,96,13.39999986,38.42500019,25.91250002,0.676233685,1,1,25.02500033,0,0,2023,Jun,Q2,Year2,NA
6/11/2023,Sheep Station,White,3,96,11.63333321,34.29999987,22.96666654,1.726509305,1,1,22.66666667,0,0,2023,Jun,Q2,Year2,NA
6/12/2023,Sheep Station,Black,4,96,13.47500014,34.72500134,24.10000074,0.310912518,1,1,21.25000119,0,0,2023,Jun,Q2,Year2,NA
6/12/2023,Sheep Station,White,3,96,11.76666641,31.40000025,21.58333333,1.241303313,1,1,19.63333384,0,0,2023,Jun,Q2,Year2,NA
6/13/2023,Sheep Station,Black,4,96,14.07500005,23.72500038,18.90000021,0.465474788,1,1,9.650000334,0,0,2023,Jun,Q2,Year2,NA
6/13/2023,Sheep Station,White,3,96,12.13333352,21.59999975,16.86666663,0.548482327,1,1,9.466666222,0,0,2023,Jun,Q2,Year2,NA
6/14/2023,Sheep Station,Black,4,96,14.42499995,29.1500001,21.78750002,0.283945626,1,1,14.72500014,0,0,2023,Jun,Q2,Year2,NA
6/14/2023,Sheep Station,White,3,96,13.20000013,26.39999962,19.79999987,0.983615677,1,1,13.19999949,0,0,2023,Jun,Q2,Year2,NA
6/15/2023,Sheep Station,Black,4,96,9.075000048,32.02499962,20.54999983,0.929157524,1,1,22.94999957,0,0,2023,Jun,Q2,Year2,NA
6/15/2023,Sheep Station,White,3,96,7.700000127,28.86666743,18.28333378,1.351233977,1,1,21.1666673,0,0,2023,Jun,Q2,Year2,NA
6/16/2023,Sheep Station,Black,4,96,10.42499995,35.55000019,22.98750007,0.390245738,1,1,25.12500024,0,0,2023,Jun,Q2,Year2,NA
6/16/2023,Sheep Station,White,3,96,8.899999936,31.09999975,19.99999984,1.213466181,1,1,22.19999981,0,0,2023,Jun,Q2,Year2,NA
6/17/2023,Sheep Station,Black,4,96,11.70000005,31.30000019,21.50000012,0.369684606,1,1,19.60000014,0,0,2023,Jun,Q2,Year2,NA
6/17/2023,Sheep Station,White,3,96,9.599999746,28.29999987,18.94999981,1.47732869,1,1,18.70000013,0,0,2023,Jun,Q2,Year2,NA
6/18/2023,Sheep Station,Black,4,96,12.9000001,22.9000001,17.9000001,0.402077849,1,1,10,0,0,2023,Jun,Q2,Year2,NA
6/18/2023,Sheep Station,White,3,96,11,21.53333346,16.26666673,0.742181329,1,1,10.53333346,0,0,2023,Jun,Q2,Year2,NA
6/19/2023,Sheep Station,Black,4,96,7.100000024,28.2750001,17.68750006,0.502286205,1,1,21.17500007,0,0,2023,Jun,Q2,Year2,NA
6/19/2023,Sheep Station,White,3,96,5.833333333,24.83333333,15.33333333,0.964797305,1,1,19,0,0,2023,Jun,Q2,Year2,NA
6/20/2023,Sheep Station,Black,4,96,9.325000048,28.32499981,18.82499993,0.347611248,1,1,18.99999976,0,0,2023,Jun,Q2,Year2,NA
6/20/2023,Sheep Station,White,3,96,8.000000159,25.10000038,16.55000027,1.342572161,1,1,17.10000022,0,0,2023,Jun,Q2,Year2,NA
6/21/2023,Sheep Station,Black,4,96,6.75,29.0999999,17.92499995,0.483907605,1,1,22.3499999,0,0,2023,Jun,Q2,Year2,NA
6/21/2023,Sheep Station,White,3,96,4.866666794,25.93333308,15.39999994,1.227803026,1,1,21.06666629,0,0,2023,Jun,Q2,Year2,NA
6/22/2023,Sheep Station,Black,4,96,7.774999976,37.67500019,22.72500008,0.429145748,1,1,29.90000021,0,0,2023,Jun,Q2,Year2,NA
6/22/2023,Sheep Station,White,3,96,5.866666635,34.10000038,19.98333351,1.733734295,1,1,28.23333375,0,0,2023,Jun,Q2,Year2,NA
6/23/2023,Sheep Station,Black,4,96,13.32500029,21.75,17.53750014,0.708725304,1,1,8.424999714,0,0,2023,Jun,Q2,Year2,NA
6/23/2023,Sheep Station,White,3,96,11.33333365,19.69999949,15.51666657,0.585946511,1,1,8.36666584,0,0,2023,Jun,Q2,Year2,NA
6/24/2023,Sheep Station,Black,4,96,8.600000262,33.45000076,21.02500051,0.347611059,1,1,24.8500005,0,0,2023,Jun,Q2,Year2,NA
6/24/2023,Sheep Station,White,3,96,7.066666603,30.36666616,18.71666638,1.569500478,1,1,23.29999955,0,0,2023,Jun,Q2,Year2,NA
6/25/2023,Sheep Station,Black,4,96,9.674999952,38.22500038,23.95000017,0.40824868,1,1,28.55000043,0,0,2023,Jun,Q2,Year2,NA
6/25/2023,Sheep Station,White,3,96,8.233333429,34.6666673,21.45000037,1.520690672,1,1,26.43333387,0,0,2023,Jun,Q2,Year2,NA
6/26/2023,Sheep Station,Black,4,96,11.14999986,37.82499981,24.48749983,0.2868645,1,1,26.67499995,0,0,2023,Jun,Q2,Year2,NA
6/26/2023,Sheep Station,White,3,96,9.633333206,34.89999962,22.26666641,1.775058912,1,1,25.26666641,0,0,2023,Jun,Q2,Year2,NA
6/27/2023,Sheep Station,Black,4,96,13.30000019,37.07499981,25.1875,0.596342878,1,1,23.77499962,0,0,2023,Jun,Q2,Year2,NA
6/27/2023,Sheep Station,White,3,96,11.5,33.43333308,22.46666654,1.654035018,1,1,21.93333308,0,0,2023,Jun,Q2,Year2,NA
6/28/2023,Sheep Station,Black,4,96,11.4000001,38.42499924,24.91249967,0.390245366,1,1,27.02499914,0,0,2023,Jun,Q2,Year2,NA
6/28/2023,Sheep Station,White,3,96,9.333333333,35.13333384,22.23333359,1.909406592,1,1,25.80000051,0,0,2023,Jun,Q2,Year2,NA
6/29/2023,Sheep Station,Black,4,96,13.79999995,39.32499886,26.5624994,0.467930124,1,1,25.5249989,0,0,2023,Jun,Q2,Year2,NA
6/29/2023,Sheep Station,White,3,96,11.83333333,36.30000114,24.06666724,1.977582837,1,1,24.46666781,0,0,2023,Jun,Q2,Year2,NA
6/30/2023,Sheep Station,Black,4,96,14.97500014,40.77499962,27.87499988,0.623832361,1,1,25.79999948,0,0,2023,Jun,Q2,Year2,NA
6/30/2023,Sheep Station,White,3,96,13,37.23333422,25.11666711,2.013910428,1,1,24.23333422,0,0,2023,Jun,Q2,Year2,NA
7/1/2023,Sheep Station,Black,4,96,16.07499981,42.67500019,29.375,0.777282283,1,1,26.60000038,0,0,2023,Jul,Q3,Year2,NA
7/1/2023,Sheep Station,White,3,96,13.96666654,38.83333333,26.39999994,2.042056912,1,1,24.86666679,0,0,2023,Jul,Q3,Year2,NA
7/2/2023,Sheep Station,Black,4,96,11.9000001,42.22500038,27.06250024,0.744283814,1,1,30.32500029,0,0,2023,Jul,Q3,Year2,NA
7/2/2023,Sheep Station,White,3,96,10.19999981,38.30000051,24.25000016,1.814524525,1,1,28.1000007,0,0,2023,Jul,Q3,Year2,NA
7/3/2023,Sheep Station,Black,4,96,14.32499981,41.07499981,27.69999981,1.061445741,1,1,26.75,0,0,2023,Jul,Q3,Year2,NA
7/3/2023,Sheep Station,White,3,96,12.16666635,36.56666692,24.36666663,1.713426909,1,1,24.40000057,0,0,2023,Jul,Q3,Year2,NA
7/4/2023,Sheep Station,Black,4,96,13.5999999,39.02499962,26.31249976,0.7016345,1,1,25.42499971,0,0,2023,Jul,Q3,Year2,NA
7/4/2023,Sheep Station,White,3,96,11.73333327,34.96666718,23.35000022,1.314343887,1,1,23.23333391,0,0,2023,Jul,Q3,Year2,NA
7/5/2023,Sheep Station,Black,4,96,11.6500001,45.47499943,28.56249976,0.927698835,1,1,33.82499933,0,0,2023,Jul,Q3,Year2,NA
7/5/2023,Sheep Station,White,3,96,10.03333346,39.36666616,24.69999981,1.909842646,1,1,29.3333327,0,0,2023,Jul,Q3,Year2,NA
7/6/2023,Sheep Station,Black,4,96,13.45000005,42.22500038,27.83750021,1.085798153,1,1,28.77500033,0,0,2023,Jul,Q3,Year2,NA
7/6/2023,Sheep Station,White,3,96,11.5666666,37.23333295,24.39999978,1.952562602,1,1,25.66666635,0,0,2023,Jul,Q3,Year2,NA
7/7/2023,Sheep Station,Black,4,96,11.32500005,42.02499962,26.67499983,0.651281425,1,1,30.69999957,0,0,2023,Jul,Q3,Year2,NA
7/7/2023,Sheep Station,White,3,96,10.10000006,37.33333333,23.7166667,1.619670911,1,1,27.23333327,0,0,2023,Jul,Q3,Year2,NA
7/8/2023,Sheep Station,Black,4,96,12.9749999,42.57499886,27.77499938,0.37749192,1,1,29.59999895,0,0,2023,Jul,Q3,Year2,NA
7/8/2023,Sheep Station,White,3,96,11.53333346,38.3333346,24.93333403,1.892308768,1,1,26.80000114,0,0,2023,Jul,Q3,Year2,NA
7/9/2023,Sheep Station,Black,4,96,14.62499976,45.09999943,29.86249959,0.829030852,1,1,30.47499967,0,0,2023,Jul,Q3,Year2,NA
7/9/2023,Sheep Station,White,3,96,12.70000013,40.0333341,26.36666711,2.025051606,1,1,27.33333397,0,0,2023,Jul,Q3,Year2,NA
7/10/2023,Sheep Station,Black,4,96,15.0999999,44.92500019,30.01250005,0.870224943,1,1,29.82500029,0,0,2023,Jul,Q3,Year2,NA
7/10/2023,Sheep Station,White,3,96,13.5,39.60000102,26.55000051,1.850000291,1,1,26.10000102,0,0,2023,Jul,Q3,Year2,NA
7/11/2023,Sheep Station,Black,4,96,17.37499952,47.47500038,32.42499995,1.026725748,1,1,30.10000086,0,0,2023,Jul,Q3,Year2,NA
7/11/2023,Sheep Station,White,3,96,15.59999975,41.09999975,28.34999975,2.239977378,1,1,25.5,0,0,2023,Jul,Q3,Year2,NA
7/12/2023,Sheep Station,Black,4,96,16.04999995,48.30000114,32.17500055,1.061838064,1,1,32.25000119,0,0,2023,Jul,Q3,Year2,NA
7/12/2023,Sheep Station,White,3,96,14.23333327,40.96666718,27.60000022,2.107724635,1,1,26.73333391,0,0,2023,Jul,Q3,Year2,NA
7/13/2023,Sheep Station,Black,4,96,15.52500033,46.79999924,31.16249979,0.938416155,1,1,31.2749989,0,0,2023,Jul,Q3,Year2,NA
7/13/2023,Sheep Station,White,3,96,13.70000013,40.43333435,27.06666724,2.052031367,1,1,26.73333422,0,0,2023,Jul,Q3,Year2,NA
7/14/2023,Sheep Station,Black,4,96,17.04999971,47.07499981,32.06249976,1.049901214,1,1,30.0250001,0,0,2023,Jul,Q3,Year2,NA
7/14/2023,Sheep Station,White,3,96,15.43333308,40.26666641,27.84999975,2.022375424,1,1,24.83333333,0,0,2023,Jul,Q3,Year2,NA
7/15/2023,Sheep Station,Black,4,96,17.04999971,50.64999962,33.84999967,1.114301233,1,1,33.5999999,0,0,2023,Jul,Q3,Year2,NA
7/15/2023,Sheep Station,White,3,96,15.5,43.33333333,29.41666667,2.314267287,1,1,27.83333333,0,0,2023,Jul,Q3,Year2,NA
7/16/2023,Sheep Station,Black,4,96,17.6500001,51.625,34.63750005,1.137522796,1,1,33.9749999,0,0,2023,Jul,Q3,Year2,NA
7/16/2023,Sheep Station,White,3,96,16.10000006,43.89999898,29.99999952,2.325403234,1,1,27.79999892,0,0,2023,Jul,Q3,Year2,NA
7/17/2023,Sheep Station,Black,4,86.25,18.07499981,39.90000057,28.98750019,1.585021624,1,0,21.82500076,0,0,2023,Jul,Q3,Year2,NA
7/17/2023,Sheep Station,White,3,96,16.40000025,39.5,27.95000013,0.444410129,1,1,23.09999975,0,0,2023,Jul,Q3,Year2,NA
7/18/2023,Sheep Station,Black,3,96,22.5,31.03333346,26.76666673,0.650640334,1,1,8.53333346,0,0,2023,Jul,Q3,Year2,NA
7/18/2023,Sheep Station,White,3,94.66666667,22.36666679,30.26666705,26.31666692,0.875119517,1,0,7.900000254,0,0,2023,Jul,Q3,Year2,NA
7/19/2023,Sheep Station,Black,3,59,22.13333321,24.46666718,23.30000019,0.264575239,1,0,2.333333969,0,0,2023,Jul,Q3,Year2,NA
7/19/2023,Sheep Station,White,3,59,22,24.5,23.25,0.264575239,1,0,2.5,0,0,2023,Jul,Q3,Year2,NA
12/10/2021,Boise High,Black,4,13,-0.924999982,0.250000004,-0.337499989,0.239356771,1,0,1.174999986,1,0,2021,Dec,Q4,Year1,NA
12/10/2021,Boise High,White,4,13,-0.999999985,0.100000001,-0.449999992,0.147196004,1,0,1.099999987,1,0,2021,Dec,Q4,Year1,NA
12/11/2021,Boise High,Black,4,24,-0.925000012,0.175000003,-0.375000005,0.239791587,1,1,1.100000015,1,0,2021,Dec,Q4,Year1,NA
12/11/2021,Boise High,White,4,24,-1.199999988,0.150000004,-0.524999992,0.170782516,1,1,1.349999992,1,0,2021,Dec,Q4,Year1,NA
12/12/2021,Boise High,Black,4,24,-0.175000006,0.375000009,0.100000001,0.195789009,1,1,0.550000016,1,1,2021,Dec,Q4,Year1,NA
12/12/2021,Boise High,White,4,24,-0.200000007,0.350000009,0.075000001,0.119023807,1,1,0.550000016,1,1,2021,Dec,Q4,Year1,NA
12/13/2021,Boise High,Black,4,24,0.375000011,3.225000024,1.800000018,0.1683251,1,1,2.850000013,0,0,2021,Dec,Q4,Year1,NA
12/13/2021,Boise High,White,4,24,0.32500001,1.950000048,1.137500029,0.275000027,1,1,1.625000037,1,0,2021,Dec,Q4,Year1,NA
12/14/2021,Boise High,Black,4,24,1.175000012,2.899999976,2.037499994,0.213600074,1,1,1.724999964,1,0,2021,Dec,Q4,Year1,NA
12/14/2021,Boise High,White,4,24,1.049999982,1.950000048,1.500000015,0.279880937,1,1,0.900000066,1,1,2021,Dec,Q4,Year1,NA
12/15/2021,Boise High,Black,4,24,0.875000015,1.175000012,1.025000013,0.232737348,1,1,0.299999997,1,1,2021,Dec,Q4,Year1,NA
12/15/2021,Boise High,White,4,24,0.799999997,1.049999982,0.92499999,0.170782503,1,1,0.249999985,1,1,2021,Dec,Q4,Year1,NA
12/16/2021,Boise High,Black,4,24,0.850000009,0.950000003,0.900000006,0.173205099,1,1,0.099999994,1,1,2021,Dec,Q4,Year1,NA
12/16/2021,Boise High,White,4,24,0.799999997,0.900000006,0.850000001,0.182574186,1,1,0.100000009,1,1,2021,Dec,Q4,Year1,NA
12/17/2021,Boise High,Black,4,24,0.57500001,1.025000006,0.800000008,0.141421372,1,1,0.449999996,1,1,2021,Dec,Q4,Year1,NA
12/17/2021,Boise High,White,4,24,0.474999992,0.925000012,0.700000002,0.324037043,1,1,0.45000002,1,1,2021,Dec,Q4,Year1,NA
12/18/2021,Boise High,Black,4,24,0.200000001,0.575000003,0.387500002,0.137689268,1,1,0.375000002,1,1,2021,Dec,Q4,Year1,NA
12/18/2021,Boise High,White,4,24,0.175000003,0.574999992,0.374999997,0.473462417,1,1,0.399999989,1,1,2021,Dec,Q4,Year1,NA
12/19/2021,Boise High,Black,4,24,0.175000001,0.500000015,0.337500008,0.154784801,1,1,0.325000014,1,1,2021,Dec,Q4,Year1,NA
12/19/2021,Boise High,White,4,24,0.150000012,0.57500001,0.362500011,0.402854406,1,1,0.424999999,1,1,2021,Dec,Q4,Year1,NA
12/20/2021,Boise High,Black,4,24,0.475000016,1.424999997,0.950000007,0.590197706,1,1,0.949999981,1,1,2021,Dec,Q4,Year1,NA
12/20/2021,Boise High,White,4,24,0.500000015,0.87500003,0.687500022,0.275000005,1,1,0.375000015,1,1,2021,Dec,Q4,Year1,NA
12/21/2021,Boise High,Black,4,24,3.73E-09,1.449999973,0.724999988,0.548482751,1,1,1.449999969,1,0,2021,Dec,Q4,Year1,NA
12/21/2021,Boise High,White,4,24,-0.025000002,0.625000015,0.300000006,0.168325088,1,1,0.650000017,1,1,2021,Dec,Q4,Year1,NA
12/22/2021,Boise High,Black,4,24,0.675000004,4.175000072,2.425000038,0.483907696,1,1,3.500000067,0,0,2021,Dec,Q4,Year1,NA
12/22/2021,Boise High,White,4,24,0.400000013,0.799999997,0.600000005,0.135400645,1,1,0.399999984,1,1,2021,Dec,Q4,Year1,NA
12/23/2021,Boise High,Black,4,24,1.125,2.725000024,1.925000012,0.249999984,1,1,1.600000024,1,0,2021,Dec,Q4,Year1,NA
12/23/2021,Boise High,White,4,24,0.600000009,1.350000039,0.975000024,0.275378539,1,1,0.75000003,1,1,2021,Dec,Q4,Year1,NA
12/24/2021,Boise High,Black,4,24,0.524999999,1.074999988,0.799999993,0.248327733,1,1,0.54999999,1,1,2021,Dec,Q4,Year1,NA
12/24/2021,Boise High,White,4,24,0.475000013,0.799999997,0.637500005,0.193110506,1,1,0.324999984,1,1,2021,Dec,Q4,Year1,NA
12/25/2021,Boise High,Black,4,24,0.024999999,0.450000007,0.237500003,0.295451634,1,1,0.425000008,1,1,2021,Dec,Q4,Year1,NA
12/25/2021,Boise High,White,4,24,0.149999999,0.475000009,0.312500004,0.368272994,1,1,0.32500001,1,1,2021,Dec,Q4,Year1,NA
12/26/2021,Boise High,Black,4,24,0.025,0.425000001,0.225000001,0.312249896,1,1,0.4,1,1,2021,Dec,Q4,Year1,NA
12/26/2021,Boise High,White,4,24,0.049999997,0.500000007,0.275000002,0.483907708,1,1,0.45000001,1,1,2021,Dec,Q4,Year1,NA
12/27/2021,Boise High,Black,4,24,-0.600000007,0.150000002,-0.225000002,0.417332808,1,1,0.750000009,1,1,2021,Dec,Q4,Year1,NA
12/27/2021,Boise High,White,4,24,-0.600000011,0.225000001,-0.187500005,0.93217936,1,1,0.825000012,1,1,2021,Dec,Q4,Year1,NA
12/28/2021,Boise High,Black,4,24,-1.299999971,-0.475000007,-0.887499989,0.711073114,1,1,0.824999964,1,1,2021,Dec,Q4,Year1,NA
12/28/2021,Boise High,White,4,24,-1.300000031,-0.375000009,-0.83750002,1.349305412,1,1,0.925000021,1,1,2021,Dec,Q4,Year1,NA
12/29/2021,Boise High,Black,4,24,-1.149999991,-0.175000003,-0.662499997,0.442295129,1,1,0.974999988,1,1,2021,Dec,Q4,Year1,NA
12/29/2021,Boise High,White,4,24,-1.249999983,-0.325000005,-0.787499994,1.042732782,1,1,0.924999978,1,1,2021,Dec,Q4,Year1,NA
12/30/2021,Boise High,Black,4,24,-1.449999988,-0.225000007,-0.837499998,0.555840185,1,1,1.224999981,1,0,2021,Dec,Q4,Year1,NA
12/30/2021,Boise High,White,4,24,-1.624999974,-0.325000005,-0.974999989,1.212091838,1,1,1.299999969,1,0,2021,Dec,Q4,Year1,NA
12/31/2021,Boise High,Black,4,24,-2.024999991,-0.474999992,-1.249999992,0.947804492,1,1,1.549999999,1,0,2021,Dec,Q4,Year1,NA
12/31/2021,Boise High,White,4,24,-2.62500006,-0.700000012,-1.662500036,1.364658093,1,1,1.925000047,1,0,2021,Dec,Q4,Year1,NA
1/1/2022,Boise High,Black,4,24,-4.150000006,-2.174999952,-3.162499979,1.905857201,1,1,1.975000054,1,0,2022,Jan,Q1,Year1,NA
1/1/2022,Boise High,White,4,24,-5.24999994,-2.799999923,-4.024999931,2.317146153,1,1,2.450000018,0,0,2022,Jan,Q1,Year1,NA
1/2/2022,Boise High,Black,4,24,-4.049999982,-1.875,-2.962499991,1.42616911,1,1,2.174999982,0,0,2022,Jan,Q1,Year1,NA
1/2/2022,Boise High,White,4,24,-5.050000072,-2.549999982,-3.800000027,1.603641744,1,1,2.500000089,0,0,2022,Jan,Q1,Year1,NA
1/3/2022,Boise High,Black,4,24,-2.99999997,-0.900000006,-1.949999988,0.696419442,1,1,2.099999964,0,0,2022,Jan,Q1,Year1,NA
1/3/2022,Boise High,White,4,24,-3.5,-1.25,-2.375,0.833166673,1,1,2.25,0,0,2022,Jan,Q1,Year1,NA
1/4/2022,Boise High,Black,4,24,-0.974999979,-0.250000004,-0.612499991,0.249582983,1,1,0.724999975,1,1,2022,Jan,Q1,Year1,NA
1/4/2022,Boise High,White,4,24,-1.174999997,-0.450000012,-0.812500005,0.368273008,1,1,0.724999985,1,1,2022,Jan,Q1,Year1,NA
1/5/2022,Boise High,Black,4,24,-0.250000004,0.125000006,-0.062499999,0.201556448,1,1,0.375000009,1,1,2022,Jan,Q1,Year1,NA
1/5/2022,Boise High,White,4,24,-0.450000012,0.200000005,-0.125000004,0.239791582,1,1,0.650000017,1,1,2022,Jan,Q1,Year1,NA
1/6/2022,Boise High,Black,4,24,0.150000006,0.40000001,0.275000008,0.175594234,1,1,0.250000004,1,1,2022,Jan,Q1,Year1,NA
1/6/2022,Boise High,White,4,24,0.200000005,0.425000004,0.312500005,0.094648473,1,1,0.225,1,1,2022,Jan,Q1,Year1,NA
1/7/2022,Boise High,Black,4,24,0.325000005,0.425000012,0.375000008,0.155456318,1,1,0.100000007,1,1,2022,Jan,Q1,Year1,NA
1/7/2022,Boise High,White,4,24,0.350000005,0.475000009,0.412500007,0.125000001,1,1,0.125000004,1,1,2022,Jan,Q1,Year1,NA
1/8/2022,Boise High,Black,4,24,0.049999999,0.40000001,0.225000004,0.236290785,1,1,0.350000011,1,1,2022,Jan,Q1,Year1,NA
1/8/2022,Boise High,White,4,24,-1.15,0.375000007,-0.387499996,0.497284285,1,1,1.525000008,1,0,2022,Jan,Q1,Year1,NA
1/9/2022,Boise High,Black,4,24,-1.75,0.275000004,-0.737499998,0.278013805,1,1,2.025000004,0,0,2022,Jan,Q1,Year1,NA
1/9/2022,Boise High,White,4,24,-3.425000012,-0.125000002,-1.775000007,0.655108161,1,1,3.30000001,0,0,2022,Jan,Q1,Year1,NA
1/10/2022,Boise High,Black,4,24,-3.149999976,0.175000006,-1.487499985,0.335099508,1,1,3.324999982,0,0,2022,Jan,Q1,Year1,NA
1/10/2022,Boise High,White,4,24,-4.549999952,-0.349999994,-2.449999973,0.615088001,1,1,4.199999958,0,0,2022,Jan,Q1,Year1,NA
1/11/2022,Boise High,Black,4,24,-0.949999988,0.275000008,-0.33749999,0.18874585,1,1,1.224999996,1,0,2022,Jan,Q1,Year1,NA
1/11/2022,Boise High,White,4,24,-2.400000006,0.075000003,-1.162500001,0.344903363,1,1,2.475000009,0,0,2022,Jan,Q1,Year1,NA
1/12/2022,Boise High,Black,4,24,0.175000003,0.799999997,0.4875,0.075,1,1,0.624999994,1,1,2022,Jan,Q1,Year1,NA
1/12/2022,Boise High,White,4,24,-0.975000001,0.350000007,-0.312499997,0.303795433,1,1,1.325000009,1,0,2022,Jan,Q1,Year1,NA
1/13/2022,Boise High,Black,4,24,0.300000006,1.824999988,1.062499997,0.228673722,1,1,1.524999982,1,0,2022,Jan,Q1,Year1,NA
1/13/2022,Boise High,White,4,24,-0.175000003,0.475000003,0.15,0.385140673,1,1,0.650000006,1,1,2022,Jan,Q1,Year1,NA
1/14/2022,Boise High,Black,4,24,0.250000004,2.675000012,1.462500008,0.298258848,1,1,2.425000008,0,0,2022,Jan,Q1,Year1,NA
1/14/2022,Boise High,White,4,24,0,0.375000002,0.187500001,0.232289335,1,1,0.375000002,1,1,2022,Jan,Q1,Year1,NA
1/15/2022,Boise High,Black,4,24,-0.225000001,1.424999997,0.599999998,0.216024675,1,1,1.649999999,1,0,2022,Jan,Q1,Year1,NA
1/15/2022,Boise High,White,4,24,-2.62499997,0.150000002,-1.237499984,0.48712593,1,1,2.774999972,0,0,2022,Jan,Q1,Year1,NA
1/16/2022,Boise High,Black,4,24,-0.824999994,0.600000009,-0.112499992,0.309232925,1,1,1.425000003,1,0,2022,Jan,Q1,Year1,NA
1/16/2022,Boise High,White,4,24,-3.774999976,-0.225000003,-1.99999999,0.567156639,1,1,3.549999973,0,0,2022,Jan,Q1,Year1,NA
1/17/2022,Boise High,Black,4,24,-1.324999996,0.799999997,-0.262499999,0.271952822,1,1,2.124999993,0,0,2022,Jan,Q1,Year1,NA
1/17/2022,Boise High,White,4,24,-3.200000048,-0.075000001,-1.637500024,0.440407026,1,1,3.125000047,0,0,2022,Jan,Q1,Year1,NA
1/18/2022,Boise High,Black,4,24,-2.100000054,0.775000006,-0.662500024,0.306526248,1,1,2.87500006,0,0,2022,Jan,Q1,Year1,NA
1/18/2022,Boise High,White,4,24,-3.949999928,-0.175000006,-2.062499967,0.48541216,1,1,3.774999922,0,0,2022,Jan,Q1,Year1,NA
1/19/2022,Boise High,Black,4,24,-1.450000003,1.424999967,-0.012500018,0.184277842,1,1,2.87499997,0,0,2022,Jan,Q1,Year1,NA
1/19/2022,Boise High,White,4,24,-3.275000036,0.025,-1.625000018,0.396862695,1,1,3.300000036,0,0,2022,Jan,Q1,Year1,NA
1/20/2022,Boise High,Black,4,24,0.1,0.525000013,0.312500007,0.188745864,1,1,0.425000014,1,1,2022,Jan,Q1,Year1,NA
1/20/2022,Boise High,White,4,24,-1.549999982,0.225000003,-0.662499989,0.242813364,1,1,1.774999985,1,0,2022,Jan,Q1,Year1,NA
1/21/2022,Boise High,Black,4,24,-0.149999999,1.399999991,0.624999996,0.170782527,1,1,1.54999999,1,0,2022,Jan,Q1,Year1,NA
1/21/2022,Boise High,White,4,24,-1.04999999,0.225000005,-0.412499992,0.249582982,1,1,1.274999995,1,0,2022,Jan,Q1,Year1,NA
1/22/2022,Boise High,Black,4,24,-1.724999994,2.649999917,0.462499961,0.370528876,1,1,4.374999911,0,0,2022,Jan,Q1,Year1,NA
1/22/2022,Boise High,White,4,24,-4,0.025,-1.9875,0.404917638,1,1,4.025,0,0,2022,Jan,Q1,Year1,NA
1/23/2022,Boise High,Black,4,24,-1.700000003,3.025000066,0.662500031,0.51214421,1,1,4.725000069,0,0,2022,Jan,Q1,Year1,NA
1/23/2022,Boise High,White,4,24,-3.674999952,0,-1.837499976,0.319830638,1,1,3.674999952,0,0,2022,Jan,Q1,Year1,NA
1/24/2022,Boise High,Black,4,24,-1.524999976,3.349999934,0.912499979,0.520216292,1,1,4.874999911,0,0,2022,Jan,Q1,Year1,NA
1/24/2022,Boise High,White,4,24,-3.375,0.075000001,-1.649999999,0.195788996,1,1,3.450000001,0,0,2022,Jan,Q1,Year1,NA
1/25/2022,Boise High,Black,4,24,-3.50000003,5.37500006,0.937500015,0.763080444,1,1,8.875000089,0,0,2022,Jan,Q1,Year1,NA
1/25/2022,Boise High,White,4,24,-4.899999976,-0.125000006,-2.512499991,0.262599166,1,1,4.774999971,0,0,2022,Jan,Q1,Year1,NA
1/26/2022,Boise High,Black,4,24,-3.450000018,1.975000009,-0.737500004,0.14930395,1,1,5.425000027,0,0,2022,Jan,Q1,Year1,NA
1/26/2022,Boise High,White,4,24,-5.300000072,-0.600000009,-2.95000004,0.420317371,1,1,4.700000063,0,0,2022,Jan,Q1,Year1,NA
1/27/2022,Boise High,Black,4,24,-5.424999952,1.224999994,-2.099999979,0.367423479,1,1,6.649999946,0,0,2022,Jan,Q1,Year1,NA
1/27/2022,Boise High,White,4,24,-6.800000072,-1.274999991,-4.037500031,0.508879484,1,1,5.52500008,0,0,2022,Jan,Q1,Year1,NA
1/28/2022,Boise High,Black,4,24,-6.450000048,2.424999967,-2.01250004,0.143614103,1,1,8.875000015,0,0,2022,Jan,Q1,Year1,NA
